-4.914999999999997149e-02 0.000000000000000000e+00
-4.908896484374997149e-02 0.000000000000000000e+00
-4.902792968749997149e-02 0.000000000000000000e+00
-4.896689453124997149e-02 0.000000000000000000e+00
-4.890585937499997149e-02 0.000000000000000000e+00
-4.884482421874997149e-02 0.000000000000000000e+00
-4.878378906249997149e-02 0.000000000000000000e+00
-4.872275390624997149e-02 0.000000000000000000e+00
-4.866171874999997149e-02 0.000000000000000000e+00
-4.860068359374997149e-02 0.000000000000000000e+00
-4.853964843749997149e-02 0.000000000000000000e+00
-4.847861328124997149e-02 0.000000000000000000e+00
-4.841757812499997149e-02 0.000000000000000000e+00
-4.835654296874997149e-02 0.000000000000000000e+00
-4.829550781249997149e-02 0.000000000000000000e+00
-4.823447265624997149e-02 0.000000000000000000e+00
-4.817343749999997149e-02 0.000000000000000000e+00
-4.811240234374997149e-02 0.000000000000000000e+00
-4.805136718749997149e-02 0.000000000000000000e+00
-4.799033203124997149e-02 0.000000000000000000e+00
-4.792929687499997149e-02 0.000000000000000000e+00
-4.786826171874997149e-02 0.000000000000000000e+00
-4.780722656249997149e-02 0.000000000000000000e+00
-4.774619140624997149e-02 0.000000000000000000e+00
-4.768515624999997149e-02 0.000000000000000000e+00
-4.762412109374997149e-02 0.000000000000000000e+00
-4.756308593749997149e-02 0.000000000000000000e+00
-4.750205078124997149e-02 0.000000000000000000e+00
-4.744101562499997149e-02 0.000000000000000000e+00
-4.737998046874997149e-02 0.000000000000000000e+00
-4.731894531249997149e-02 0.000000000000000000e+00
-4.725791015624997149e-02 0.000000000000000000e+00
-4.719687499999997149e-02 0.000000000000000000e+00
-4.713583984374997149e-02 0.000000000000000000e+00
-4.707480468749997149e-02 0.000000000000000000e+00
-4.701376953124997149e-02 0.000000000000000000e+00
-4.695273437499997149e-02 0.000000000000000000e+00
-4.689169921874997149e-02 0.000000000000000000e+00
-4.683066406249997149e-02 0.000000000000000000e+00
-4.676962890624997149e-02 0.000000000000000000e+00
-4.670859374999997149e-02 0.000000000000000000e+00
-4.664755859374997149e-02 0.000000000000000000e+00
-4.658652343749997149e-02 0.000000000000000000e+00
-4.652548828124997149e-02 0.000000000000000000e+00
-4.646445312499997149e-02 0.000000000000000000e+00
-4.640341796874997149e-02 0.000000000000000000e+00
-4.634238281249997149e-02 0.000000000000000000e+00
-4.628134765624997149e-02 0.000000000000000000e+00
-4.622031249999997149e-02 0.000000000000000000e+00
-4.615927734374997149e-02 0.000000000000000000e+00
-4.609824218749997149e-02 0.000000000000000000e+00
-4.603720703124997149e-02 0.000000000000000000e+00
-4.597617187499997149e-02 0.000000000000000000e+00
-4.591513671874997149e-02 0.000000000000000000e+00
-4.585410156249997149e-02 0.000000000000000000e+00
-4.579306640624997149e-02 0.000000000000000000e+00
-4.573203124999997149e-02 0.000000000000000000e+00
-4.567099609374997149e-02 0.000000000000000000e+00
-4.560996093749997149e-02 0.000000000000000000e+00
