time,r_pns,mass_pns
0.24,83.55183489868351,0.36968152219799366
0.25,65.8767884387524,0.5761027835763072
0.26,70.7456091966726,0.6096835846992594
0.27,69.08394557494411,0.6285374674655902
0.28,69.08394557494411,0.6471143573089924
0.29,67.4613108911684,0.6603994354052388
0.3,65.8767884387524,0.6721992582452593
0.31,64.3294830425875,0.6827132091308834
0.32,62.8185205533211,0.6925945947867617
0.33,61.3430473535063,0.7021315567422671
0.34,59.9022298753512,0.7108711820974234
0.35,58.4952541297953,0.7196051316748998
0.36,57.1213252466468,0.7279438915645837
0.37,55.7796670255208,0.7354664876470369
0.38,54.469521497326,0.7425902970223717
0.39,53.1901484960497,0.7495933646808633
0.4,51.940825240601896,0.7564803744764653
0.41,50.7208459264803,0.7629319743056266
0.42,50.7208459264803,0.7702589585224288
0.43,49.5295213270266,0.7763897084664704
0.44,48.3661784040482,0.7824942579158823
0.45,47.230159927585305,0.7878557459377367
0.46,47.230159927585305,0.7942688836724956
0.47,46.1208241046099,0.7993307929404699
0.48,45.037544216444296,0.8042140542022311
0.49,45.037544216444296,0.8097260740121293
0.5,43.9797082646977,0.8140498987642243
0.51,42.94671862551709,0.8180312071999217
0.52,41.9379917119606,0.8216896694106454
0.53,41.9379917119606,0.8259079562357258
0.54,40.9529576443001,0.8294167507384878
0.55,39.991059928068005,0.8329122783601806
0.56,39.991059928068005,0.8365714884380072
0.57,39.0517551396662,0.8398285813168319
0.58,39.0517551396662,0.8432523187854972
0.59,38.1345126193589,0.8461972225933774
0.6,38.1345126193589,0.8495650774330841
0.61,38.1345126193589,0.8527636072063425
0.62,37.2388141714767,0.8554075220153576
0.63,36.3641537716626,0.8581501818629486
0.64,36.3641537716626,0.8612311309143815
0.65,35.5100372809934,0.8636978047833271
0.66,35.5100372809934,0.8663058481231014
0.67,35.5100372809934,0.8689680015269214
0.68,34.675982166816404,0.871361319411932
0.69,33.8615172301428,0.8735149827568648
0.7,33.8615172301428,0.8759066436784763
0.71,33.8615172301428,0.8782002043948072
0.72,33.0661823394439,0.8801858893560879
0.73,33.0661823394439,0.8823609653063351
0.74,33.0661823394439,0.8844428490449803
0.75,32.2895281707003,0.8864267836408972
0.76,32.2895281707003,0.8885219076905458
0.77,32.2895281707003,0.8904681098500004
0.78,32.2895281707003,0.8924269009755736
0.79,31.5311159535566,0.8941665236239635
0.8,31.5311159535566,0.8959851174978984
0.81,30.7905172234379,0.897617132882029
0.82,30.7905172234379,0.8993906153126435
0.83,30.7905172234379,0.9011831318720606
0.84,30.7905172234379,0.902903003703414
0.85,30.0673135794893,0.9043543101978737
0.86,30.0673135794893,0.9059198689139186
0.87,30.0673135794893,0.9074513558615447
0.88,30.0673135794893,0.9089858232412732
0.89,30.0673135794893,0.9105077206056886
0.9,30.0673135794893,0.9120201210961346
0.91,30.0673135794893,0.9135659953243963
0.92,29.361096448200698,0.9148566291184168
0.93,29.361096448200698,0.9163498123217544
0.94,29.361096448200698,0.917831746428828
0.95,29.361096448200698,0.9192848320643928
0.96,29.361096448200698,0.9207401872794515
0.97,29.361096448200698,0.9222647842836196
0.98,28.6714668525828,0.9234795224150838
0.99,28.6714668525828,0.9248518506860093
1.0,28.6714668525828,0.9262164210869963
1.01,28.6714668525828,0.9274939010866368
1.02,28.6714668525828,0.92876102801373
1.03,28.6714668525828,0.9300299386734882
1.04,28.6714668525828,0.9312696947142928
1.05,27.998035186766103,0.9322844443660131
1.06,27.998035186766103,0.933389740193319
1.07,28.6714668525828,0.9345343908096932
1.08,27.998035186766103,0.9354360920177353
1.09,27.998035186766103,0.936570324618746
1.1,27.340420995892597,0.9374726483610121
1.11,27.340420995892597,0.938551439503056
1.12,27.340420995892597,0.9395088718678093
1.13,27.340420995892597,0.9404576982032
1.14,27.340420995892597,0.9414592642356028
1.15,27.340420995892597,0.9424536594551476
1.16,26.6982527611782,0.9433540785879155
1.17,26.6982527611782,0.9442936472163245
1.18,26.6982527611782,0.9452403559878534
1.19,26.6982527611782,0.9462165623525164
1.2,26.0711676900237,0.9470571604633975
1.21,26.0711676900237,0.9480845684555748
1.22,26.0711676900237,0.9490659483918189
1.23,26.0711676900237,0.9499281480293778
1.24,26.6982527611782,0.950913660054089
1.25,26.0711676900237,0.9516668336330503
1.26,26.0711676900237,0.9526823302315922
1.27,26.0711676900237,0.9536163119332555
1.28,26.0711676900237,0.9544239506825943
1.29,26.6982527611782,0.9553709527116305
1.3,26.6982527611782,0.9562746616276768
1.31,26.0711676900237,0.9570727509384389
1.32,26.0711676900237,0.9580272224968523
1.33,26.0711676900237,0.9589323523297699
1.34,26.0711676900237,0.9598454235882582
1.35,26.0711676900237,0.9607190745469557
1.36,25.4588115110549,0.9615035651864005
1.37,25.4588115110549,0.9623949160791854
1.38,25.4588115110549,0.9632647721327969
1.39,25.4588115110549,0.9641161207996861
1.4,25.4588115110549,0.965048353210518
1.41,25.4588115110549,0.9659175136610577
1.42,24.8608382739772,0.9666828417514041
1.43,24.8608382739772,0.9675944305967662
1.44,24.8608382739772,0.9684721449174273
1.45,24.8608382739772,0.9693359921415666
1.46,24.8608382739772,0.970166957148446
1.47,24.2769101541316,0.9709384753661982
1.48,24.2769101541316,0.9718185999859957
1.49,24.2769101541316,0.9725992568219025
1.5,24.2769101541316,0.9734618383891441
1.51,23.7066972616403,0.9742458223498843
1.52,23.7066972616403,0.9751145149137767
1.53,23.7066972616403,0.9759493877837665
1.54,23.7066972616403,0.976725870976796
1.55,23.149877455036002,0.9775012922806668
1.56,23.149877455036002,0.9783536949973747
