time,r_pns,mass_pns
0.39,94.09526692673239,0.3103327775840303
0.4,62.8185205533211,0.5454184249581172
0.41,77.8016701501387,0.6236783206344085
0.42,79.6730196210221,0.6620278802243093
0.43,77.8016701501387,0.6890997071808047
0.44,75.9742746910253,0.7107997905908128
0.45,74.1898008575986,0.729370890588639
0.46,72.44724051232481,0.7453382270432912
0.47,70.7456091966726,0.7614048020928986
0.48,69.08394557494411,0.7759595924725537
0.49,67.4613108911684,0.7903494771392556
0.5,65.8767884387524,0.8036126559440221
0.51,64.3294830425875,0.816137815514335
0.52,62.8185205533211,0.8280047046128685
0.53,61.3430473535063,0.8390865757374585
0.54,59.9022298753512,0.8502119431749672
0.55,58.4952541297953,0.8602479918887653
0.56,57.1213252466468,0.8699232982212578
0.57,55.7796670255208,0.8786699969981239
0.58,54.469521497326,0.8876986805321686
0.59,53.1901484960497,0.8956183478901076
0.6,53.1901484960497,0.9044368140882928
0.61,51.940825240601896,0.9119025549911969
0.62,50.7208459264803,0.9197699876262778
0.63,50.7208459264803,0.9267620136469672
0.64,49.5295213270266,0.9336580053034308
0.65,48.3661784040482,0.9396466853958231
0.66,47.230159927585305,0.9453892759824246
0.67,47.230159927585305,0.9518706536199032
0.68,46.1208241046099,0.9573366148173937
0.69,45.037544216444296,0.9624292753689967
0.7,45.037544216444296,0.9678456922842038
0.71,43.9797082646977,0.9724213432046959
0.72,42.94671862551709,0.9769012406736342
0.73,42.94671862551709,0.9819369199668374
0.74,41.9379917119606,0.9859561211553108
0.75,41.9379917119606,0.9902032496672944
0.76,40.9529576443001,0.9938590329609555
0.77,39.991059928068005,0.9973549143360562
0.78,39.991059928068005,1.0008666268277004
0.79,39.0517551396662,1.0033880687099541
0.8,38.1345126193589,1.0058785591718042
0.81,38.1345126193589,1.0084133663479262
0.82,37.2388141714767,1.0102317664170801
0.83,37.2388141714767,1.0119492649819153
0.84,37.2388141714767,1.0139591725533774
0.85,36.3641537716626,1.0154159421821036
0.86,36.3641537716626,1.0174044010441972
0.87,35.5100372809934,1.0190402509160494
0.88,35.5100372809934,1.0210474803065979
0.89,34.675982166816404,1.0226600330568123
0.9,34.675982166816404,1.0246678423118691
0.91,33.8615172301428,1.0265122155803839
0.92,33.8615172301428,1.0284492478003566
0.93,33.0661823394439,1.0300364330887295
0.94,33.0661823394439,1.0318953226168301
0.95,32.2895281707003,1.0335651130510177
0.96,32.2895281707003,1.0354083972036616
0.97,32.2895281707003,1.037211607939824
0.98,31.5311159535566,1.0387163859557351
0.99,31.5311159535566,1.0405004741930466
1.0,31.5311159535566,1.0422124962964208
1.01,30.7905172234379,1.043894678081198
1.02,30.7905172234379,1.0457693904415144
1.03,30.0673135794893,1.0473859793777456
1.04,30.0673135794893,1.0490768477911596
1.05,30.0673135794893,1.0507885426318408
1.06,29.361096448200698,1.052240698755837
1.07,29.361096448200698,1.054031703926472
1.08,29.361096448200698,1.0557754608875287
1.09,28.6714668525828,1.057369049551284
1.1,28.6714668525828,1.0590835918665673
1.11,28.6714668525828,1.0607780901312425
1.12,27.998035186766103,1.062358046929258
1.13,27.998035186766103,1.064175663603845
1.14,27.998035186766103,1.0657469328688611
1.15,27.340420995892597,1.0672682231443906
1.16,27.340420995892597,1.068929026277275
1.17,27.340420995892597,1.0706219428021242
1.18,27.340420995892597,1.0721936589704588
1.19,26.6982527611782,1.0736787960425611
1.2,26.6982527611782,1.0754147608997737
1.21,26.0711676900237,1.0768873629994569
1.22,26.0711676900237,1.078475328287054
1.23,26.0711676900237,1.080057385252731
1.24,26.0711676900237,1.08170079841457
1.25,25.4588115110549,1.0832697552140869
1.26,25.4588115110549,1.0847945842235915
1.27,25.4588115110549,1.0864480260721041
1.28,25.4588115110549,1.0880813430781164
1.29,24.8608382739772,1.0896688535509107
1.3,24.2769101541316,1.0910290983719855
1.31,24.2769101541316,1.0924628841058501
1.32,24.2769101541316,1.0938461046867345
